City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,ketchikan,55.3422,-131.6461,4.8,69,78,2.05,US,1680548624
368,marzuq,14.4,46.4667,23.9,66,85,2.18,YE,1680548624
369,noumea,-22.2763,166.4572,26.67,99,60,3.19,NC,1680548392
370,luhyny,51.082,28.4006,0.58,95,100,4.74,UA,1680548625
371,caranavi,-15.8167,-67.55,23.9,82,73,0.66,BO,1680548626
372,egvekinot,66.3167,-179.1667,-25.61,89,51,3.78,RU,1680548626
373,hokitika,-42.7167,170.9667,10.14,85,9,2.14,NZ,1680548626
374,meulaboh,4.1363,96.1285,24.65,87,83,1.46,ID,1680548478
375,san patricio,28.017,-97.5169,33.98,52,99,7.01,US,1680548626
376,port-gentil,-0.7193,8.7815,27.16,80,100,3.46,GA,1680548626
377,araouane,18.9048,-3.5265,29.13,6,0,2.65,ML,1680548627
378,ukiah,39.1502,-123.2078,10.8,52,20,4.12,US,1680548404
379,jilib,0.4883,42.7854,27.42,77,30,2.96,SO,1680548627
380,vikulovo,56.8167,70.6107,-0.55,89,24,2.9,RU,1680548627
381,phalaborwa,-23.943,31.1411,25.6,48,3,2.66,ZA,1680548503
382,cidreira,-30.1811,-50.2056,23.55,63,40,5.42,BR,1680548574
383,ust-nera,64.5667,143.2,-22.45,98,64,1.71,RU,1680548628
384,doha,25.2867,51.5333,20.99,49,0,6.69,QA,1680548565
385,ignacio zaragoza,28.3833,-107.2167,22.04,11,51,14.84,MX,1680548628
386,houston,29.7633,-95.3633,31.84,64,75,6.69,US,1680548583
387,manokwari,-0.8667,134.0833,25.29,82,100,1.06,ID,1680548628
388,dauphin,51.1494,-100.0502,-11.92,61,0,5.14,CA,1680548629
389,ahmadnagar,19.0833,74.7333,25.86,43,0,5.78,IN,1680548629
390,itaituba,-4.2761,-55.9836,32.09,58,40,1.54,BR,1680548572
391,manta,-0.95,-80.7333,29.88,74,40,3.6,EC,1680548629
392,muscat,23.6139,58.5922,23.79,57,0,4.13,OM,1680548402
393,dunedin,-45.8742,170.5036,12.67,76,100,1.33,NZ,1680548424
394,ladario,-19.0047,-57.6017,33.16,58,75,4.63,BR,1680548630
395,najran,17.4924,44.1277,21.36,36,17,4.84,SA,1680548630
396,gunzenhausen,49.1,10.75,1.33,66,96,3.13,DE,1680548630
397,thanh hoa,19.8,105.7667,22.67,95,2,1.1,VN,1680548631
398,tena,-0.9833,-77.8167,28.79,58,60,1.76,EC,1680548631
399,jalu,29.0331,21.5482,20.88,31,0,6.17,LY,1680548632
400,castelnaudary,43.3183,1.9545,12.27,75,95,0.89,FR,1680548632
401,praia,14.9215,-23.5087,30.3,39,11,3.6,CV,1680548632
402,strizhi,58.4576,49.2867,4.49,92,100,3.26,RU,1680548632
403,baherden,38.4362,57.4316,10.4,62,63,0.86,TM,1680548633
404,leningradskiy,69.3833,178.4167,-31.67,97,8,2.21,RU,1680548633
405,dogondoutchi,13.6393,4.0287,32.27,7,100,1.85,NE,1680548633
406,taguatinga,-12.3857,-46.5711,27.56,62,100,0.56,BR,1680548633
407,vangaindrano,-23.35,47.6,23.05,89,35,0.21,MG,1680548633
408,sudak,44.85,34.9667,9.51,86,33,0.97,UA,1680548634
409,samokov,42.3333,23.55,5.81,99,100,3.54,BG,1680548634
410,lokosovo,61.1333,74.8167,-2.79,83,100,3.83,RU,1680548634
411,taoudenni,22.6783,-3.9836,31.93,5,0,0.76,ML,1680548634
412,sinnamary,5.3833,-52.95,27.61,65,34,4.26,GF,1680548634
413,sao joao da barra,-21.6403,-41.0511,28.05,65,100,6.02,BR,1680548634
414,tuatapere,-46.1333,167.6833,9.72,91,60,1.86,NZ,1680548635
415,lubao,14.9167,120.55,27.84,82,76,2.06,PH,1680548635
416,ayagoz,47.9714,80.4392,-2.26,39,0,7.07,KZ,1680548635
417,kimbe,-5.5502,150.1429,24.26,92,98,1.48,PG,1680548635
418,sisimiut,66.9395,-53.6735,-8.06,71,6,5.46,GL,1680548636
419,faanui,-16.4833,-151.75,27.71,70,32,2.25,PF,1680548375
420,talara,-4.5772,-81.2719,29.42,74,40,3.6,PE,1680548636
421,tupik,54.4253,119.9327,-11.41,75,75,4.84,RU,1680548636
422,taunggyi,20.7833,97.0333,15.04,62,90,1.22,MM,1680548637
423,coruripe,-10.1256,-36.1756,28.02,67,100,4.32,BR,1680548559
424,the valley,18.217,-63.0578,28.92,61,20,7.72,AI,1680548637
425,hudiksvall,61.729,17.1036,-1.42,86,100,1.75,SE,1680548637
426,horodnye,45.8908,28.8483,6.43,88,100,5.3,UA,1680548637
427,ancud,-41.8697,-73.8203,14.38,65,6,3.0,CL,1680548399
428,obo,5.3998,26.4869,26.45,25,3,2.19,CF,1680548448
429,mount isa,-20.7333,139.5,20.87,32,44,3.6,AU,1680548491
430,gobabis,-22.45,18.9667,19.62,56,9,4.96,NA,1680548638
431,humaita,-7.5061,-63.0208,29.16,67,91,1.23,BR,1680548638
432,vaxjo,56.8777,14.8091,-0.42,61,0,0.0,SE,1680548639
433,akcaabat,41.0212,39.5715,12.93,82,0,1.54,TR,1680548639
434,ryotsu,38.0833,138.4333,8.44,73,0,1.22,JP,1680548639
435,fairbanks,64.8378,-147.7164,-4.95,79,0,4.12,US,1680548640
436,aklavik,68.2191,-135.0107,-11.91,86,91,0.94,CA,1680548640
437,canon city,38.441,-105.2424,18.12,25,0,6.69,US,1680548640
438,amparafaravola,-17.5833,48.2167,19.56,97,100,1.3,MG,1680548640
439,korla,41.7597,86.1469,0.48,26,3,4.7,CN,1680548641
440,coihaique,-45.5752,-72.0662,15.34,58,75,2.06,CL,1680548641
441,uray,60.1247,64.7758,1.75,98,100,4.26,RU,1680548641
442,lebork,54.5392,17.7501,1.62,63,8,3.5,PL,1680548641
443,funchal,32.6333,-16.9,19.51,82,75,8.23,PT,1680548486
444,tsabong,-26.0217,22.401,23.6,22,0,5.86,BW,1680548642
445,vardo,70.3705,31.1107,-2.01,80,99,15.43,NO,1680548488
446,cap malheureux,-19.9842,57.6142,26.37,74,97,0.89,MU,1680548480
447,sheopur,25.6667,76.7,27.12,23,57,1.02,IN,1680548642
448,vaitape,-16.5167,-151.75,27.72,70,38,2.29,PF,1680548643
449,talaya,61.3833,152.75,-28.71,92,63,1.8,RU,1680548643
450,pringsewu,-5.3582,104.9744,22.21,96,100,1.15,ID,1680548645
451,junction city,39.0286,-96.8314,19.33,61,100,5.66,US,1680548407
452,chenghai,23.4632,116.768,18.95,88,100,0.0,CN,1680548645
453,gat,31.61,34.7642,22.44,40,0,1.87,IL,1680548646
454,nongan,44.382,125.1685,6.39,23,100,4.96,CN,1680548646
455,alihe,50.5667,123.7167,-3.59,40,1,5.4,CN,1680548647
456,sechura,-5.5569,-80.8222,29.11,67,100,4.57,PE,1680548647
457,atambua,-9.1061,124.8925,22.24,89,100,1.48,ID,1680548648
458,jablunka,49.3835,17.9502,2.04,62,43,4.4,CZ,1680548648
459,avera,33.194,-82.5271,17.73,67,100,2.16,US,1680548648
460,batemans bay,-35.7167,150.1833,15.61,91,41,1.89,AU,1680548648
461,lagos,6.5833,3.75,30.18,84,100,3.26,NG,1680548463
462,high level,58.5169,-117.136,-3.94,74,75,3.6,CA,1680548649
463,aloleng,16.1307,119.7824,25.8,80,13,2.29,PH,1680548650
464,kokoda,-8.8785,147.7407,23.06,91,100,0.36,PG,1680548560
465,haimen,23.1935,116.6142,18.94,94,100,4.7,CN,1680548650
466,fort nelson,58.8053,-122.7002,-2.23,59,75,5.14,CA,1680548511
467,bagting,15.5558,121.2451,23.05,96,97,1.83,PH,1680548651
468,raudeberg,61.9875,5.1352,4.98,72,48,7.93,NO,1680548651
469,saint-joseph,-21.3667,55.6167,23.59,82,100,3.0,RE,1680548652
470,morro bay,35.3658,-120.8499,14.77,56,5,7.6,US,1680548652
471,viljoenskroon,-27.2084,26.9485,16.41,62,16,1.84,ZA,1680548652
472,los llanos de aridane,28.6585,-17.9182,18.96,83,20,8.75,ES,1680548502
473,lompoc,34.6391,-120.4579,14.88,56,20,11.83,US,1680548653
474,semirom,31.4167,51.5667,5.53,55,0,1.73,IR,1680548657
475,warrnambool,-38.3833,142.4833,9.63,88,91,1.65,AU,1680548657
476,puerto del rosario,28.5004,-13.8627,20.86,60,20,10.29,ES,1680548657
477,markapur,15.7333,79.2833,28.16,69,4,3.46,IN,1680548657
478,bubaque,11.2833,-15.8333,25.86,76,7,7.22,GW,1680548658
479,natal,-5.795,-35.2094,30.36,65,40,5.66,BR,1680548431
480,halifax,44.6453,-63.5724,8.52,42,40,8.75,CA,1680548633
481,markova,48.6758,24.4138,-0.85,96,100,2.44,UA,1680548658
482,bridgton,44.0548,-70.7128,9.34,45,100,5.82,US,1680548658
483,safranbolu,41.2508,32.6942,13.24,71,100,1.58,TR,1680548659
484,khorixas,-20.3667,14.9667,23.67,33,49,4.88,NA,1680548659
485,kathmandu,27.7167,85.3167,14.91,78,20,1.54,NP,1680548415
486,filingue,14.3521,3.3168,31.5,7,90,2.92,NE,1680548659
487,emerald,-23.5333,148.1667,19.08,89,9,3.17,AU,1680548661
488,theodoriana,39.4356,21.21,4.7,94,75,1.35,GR,1680548661
489,jhawarian,32.3614,72.6228,17.83,81,88,0.94,PK,1680548661
490,mandalgovi,45.7625,106.2708,-10.02,62,99,4.03,MN,1680548664
491,kefalos,36.7453,26.9589,16.12,82,20,11.32,GR,1680548665
492,bensonville,6.4461,-10.6125,29.75,84,11,1.82,LR,1680548665
493,gravdal,68.1214,13.5031,4.94,70,75,6.17,NO,1680548665
494,tiznit,29.5833,-9.5,17.55,59,0,3.22,MA,1680548666
495,bahia blanca,-38.7196,-62.2724,22.68,60,0,3.58,AR,1680548666
496,canatlan,24.5167,-104.7833,29.32,7,100,6.49,MX,1680548666
497,pampa,35.5362,-100.9599,31.02,10,0,12.35,US,1680548666
498,pedra azul,-16.0053,-41.2972,23.42,79,100,2.65,BR,1680548667
499,dom pedrito,-30.9828,-54.6731,28.52,32,48,2.42,BR,1680548668
500,kirksville,40.1948,-92.5833,19.34,50,75,5.66,US,1680548668
501,olinda,-8.0089,-34.8553,28.85,70,20,5.66,BR,1680548669
502,eureka,40.8021,-124.1637,8.29,79,88,1.34,US,1680548608
503,mokhotlong,-29.2894,29.0675,7.98,80,2,1.2,LS,1680548670
504,matiri,-10.75,34.9,15.72,96,13,1.45,TZ,1680548670
505,vila franca do campo,37.7167,-25.4333,15.23,65,32,2.7,PT,1680548670
506,kijang,35.2442,129.2139,11.85,73,100,4.61,KR,1680548670
507,batagay,67.6333,134.6333,-20.23,98,90,1.84,RU,1680548672
508,nizhniy baskunchak,48.2198,46.8311,12.07,73,100,4.3,RU,1680548673
509,goose creek,32.981,-80.0326,23.03,73,100,6.69,US,1680548395
510,bereda,43.2686,-7.5406,12.45,92,100,1.65,ES,1680548673
511,ozinki,51.1786,49.6769,11.74,44,100,4.01,RU,1680548674
512,pitiquito,30.7,-112.0833,27.7,9,0,10.09,MX,1680548466
513,ashland,40.8167,-82.2665,18.95,55,92,7.05,US,1680548673
514,otukpo,7.1913,8.1329,31.81,46,100,5.09,NG,1680548674
515,trincomalee,8.5711,81.2335,27.02,82,8,4.0,LK,1680548676
516,larsnes,62.2028,5.5773,6.23,73,49,4.37,NO,1680548676
517,hermitage,41.2334,-80.4487,19.87,37,75,3.6,US,1680548676
518,flinders,-34.5833,150.8552,16.88,85,36,1.34,AU,1680548677
519,lorengau,-2.0226,147.2712,26.53,79,100,0.83,PG,1680548495
520,kahului,20.8947,-156.47,24.91,75,75,5.14,US,1680548677
521,rovnoye,50.7765,46.0509,10.06,54,100,0.78,RU,1680548677
522,henties bay,-22.116,14.2845,16.72,84,0,3.07,NA,1680548677
523,salta,-24.7859,-65.4117,23.65,83,75,4.12,AR,1680548502
524,banda aceh,5.5577,95.3222,25.65,82,100,0.98,ID,1680548678
525,kenai,60.5544,-151.2583,-1.59,69,75,5.14,US,1680548678
526,dovers,12.8833,-61.1833,27.77,78,9,7.39,VC,1680548678
527,mackenzie,55.2999,-123.1698,-0.88,55,0,1.54,CA,1680548572
528,pula,44.8683,13.8481,8.31,49,0,9.26,HR,1680548678
529,inhambane,-23.865,35.3833,25.0,73,0,3.81,MZ,1680548679
530,bukachacha,52.9833,116.9167,-11.51,74,13,2.54,RU,1680548679
531,balkanabat,39.5108,54.3671,10.23,70,33,2.36,TM,1680548679
532,labuhan,-6.8844,112.2051,25.23,86,100,2.98,ID,1680548680
533,kodinsk,58.6881,99.1844,-2.55,95,100,4.86,RU,1680548680
534,kochi,9.9399,76.2602,27.99,77,99,2.12,IN,1680548680
535,leshukonskoye,64.8989,45.7622,-11.18,95,20,2.05,RU,1680548680
536,harper,4.375,-7.7169,26.88,82,53,2.51,LR,1680548681
537,the pas,53.8251,-101.2541,-13.99,66,0,3.09,CA,1680548681
538,tuensang,26.2833,94.8333,14.89,92,100,1.16,IN,1680548681
539,pochutla,15.7432,-96.4661,32.68,47,100,5.07,MX,1680548682
540,kushiro,42.975,144.3747,1.52,60,0,2.47,JP,1680548682
541,hailar,49.2,119.7,-5.83,36,0,6.84,CN,1680548682
542,bandarbeyla,9.4942,50.8122,27.63,73,5,5.42,SO,1680548682
543,juneau,58.3019,-134.4197,3.56,97,57,0.73,US,1680548469
544,yining,29.0361,114.5636,19.98,99,100,1.72,CN,1680548683
545,ankang,32.68,109.0172,11.42,87,100,1.0,CN,1680548683
546,kirakira,-10.4544,161.9205,26.69,84,98,3.05,SB,1680548683
547,bayangol,50.6977,103.4656,-15.64,84,10,1.5,RU,1680548684
548,praya,14.9215,-23.5087,30.3,39,11,3.6,CV,1680548684
549,pascagoula,30.3658,-88.5561,29.4,77,40,3.6,US,1680548684
550,argudan,43.4214,43.9158,11.49,56,97,0.34,RU,1680548684
551,southbridge,42.0751,-72.0334,13.12,48,74,5.81,US,1680548685
552,kavaratti,10.5669,72.642,28.07,68,16,4.87,IN,1680548685
553,coquimbo,-29.9533,-71.3436,18.85,77,40,4.63,CL,1680548685
554,yuzhnyy,53.2542,83.6936,0.21,37,0,4.0,RU,1680548685
555,chase,50.8165,-119.6857,4.49,69,100,1.36,CA,1680548685
556,chingirlau,51.095,54.0814,10.79,47,91,4.53,KZ,1680548686
557,safford,32.834,-109.7076,25.51,9,0,2.06,US,1680548681
558,nanortalik,60.1432,-45.2371,2.7,86,100,1.69,GL,1680548686
559,dauriya,49.9333,116.8667,-6.71,41,0,7.43,RU,1680548686
560,iskateley,67.6803,53.1512,-14.1,95,9,3.48,RU,1680548686
561,saint-pierre,-21.3393,55.4781,24.2,83,0,2.06,RE,1680548686
562,lastoursville,-0.8143,12.7287,23.85,93,98,0.61,GA,1680548687
563,palafrugell,41.9174,3.1631,14.7,32,8,4.47,ES,1680548687
564,francistown,-21.17,27.5079,22.35,41,0,4.15,BW,1680548687
